title,imdb_rating,Processed Title,Success_x,n_unique_words_char_1,n_unique_words_char_2,n_unique_words_char_3,n_unique_words_char_4,n_unique_words_char_5,FK_read_level_char_1,FK_read_level_char_2,FK_read_level_char_3,FK_read_level_char_4,FK_read_level_char_5,n_stop_words_char_1,n_stop_words_char_2,n_stop_words_char_3,n_stop_words_char_4,n_stop_words_char_5,overall_polarity_char_1,overall_polarity_char_2,overall_polarity_char_3,overall_polarity_char_4,overall_polarity_char_5,tot_sents,tot_pass_sents,passive_ratio_x,num_pass_sents_char_1,num_pass_sents_char_2,num_pass_sents_char_3,num_pass_sents_char_4,num_pass_sents_char_5,num_sents_char_1,num_sents_char_2,num_sents_char_3,num_sents_char_4,num_sents_char_5,polarity_of_mentions_char_1,polarity_of_mentions_char_2,polarity_of_mentions_char_3,polarity_of_mentions_char_4,polarity_of_mentions_char_5,neg_polarity_of_mentions_char_1,neg_polarity_of_mentions_char_2,neg_polarity_of_mentions_char_3,neg_polarity_of_mentions_char_4,neg_polarity_of_mentions_char_5,pos_polarity_of_mentions_char_1,pos_polarity_of_mentions_char_2,pos_polarity_of_mentions_char_3,pos_polarity_of_mentions_char_4,pos_polarity_of_mentions_char_5,compound_polarity_of_mentions_char_1,compound_polarity_of_mentions_char_2,compound_polarity_of_mentions_char_3,compound_polarity_of_mentions_char_4,compound_polarity_of_mentions_char_5,tot_coref_sents,pct_coref_sents_x,n_coref_sents_char_1,n_coref_sents_char_2,n_coref_sents_char_3,n_coref_sents_char_4,n_coref_sents_char_5,fillers_per_sent_char_1,fillers_per_sent_char_2,fillers_per_sent_char_3,fillers_per_sent_char_4,fillers_per_sent_char_5,feels_per_sent_char_1,feels_per_sent_char_2,feels_per_sent_char_3,feels_per_sent_char_4,feels_per_sent_char_5,hw_per_sent_char_1,hw_per_sent_char_2,hw_per_sent_char_3,hw_per_sent_char_4,hw_per_sent_char_5,tot_feel_sents,tot_fill_sents,tot_hw_sents,feel_ratio,fill_ratio,hw_ratio,main_char_rel_diag_length,stdvs_unique_words_above_mean,FK_read_level_mean_char,stdvs_n_stop_words_above_mean,stdvs_n_curse_words_above_mean,stdvs_n_mentions_others_above_mean,passive_ratio_y,pct_coref_sents_y,tot_unique_per_sent,tot_stop_per_sent,std_of_overall_polarity,wav_polarity,avg_FK,sign_check_char_mention_polairty,std_of_char_mention_polarity,avg_sim_score,Success_y
Blade Runner,8.2,Blade-Runner,1,652,318,265,268,224,2,2,2,4,4,132,110,87,78,71,0.9973,0.9984,0.8263,0.9968,0.7754,676,37,0.05473372781065089,12,7,4,8,6,321,144,100,63,48,"{'neg': 0.125, 'neu': 0.717, 'pos': 0.158, 'compound': 0.9998}","{'neg': 0.098, 'neu': 0.699, 'pos': 0.203, 'compound': 0.9984}","{'neg': 0.117, 'neu': 0.75, 'pos': 0.133, 'compound': 0.9372}","{'neg': 0.048, 'neu': 0.797, 'pos': 0.156, 'compound': 0.9992}","{'neg': 0.076, 'neu': 0.838, 'pos': 0.086, 'compound': 0.9498}",0.125,0.098,0.117,0.048,0.076,0.158,0.203,0.133,0.156,0.086,0.9998,0.9984,0.9372,0.9992,0.9498,29,0.042899408284023666,8,1,7,6,7,7,3,3,2,0,6,3,15,5,1,73,35,40,20,17,30,15,185,0.04437869822485207,0.022189349112426038,0.27366863905325445,46.263877028181035,-0.8393413922309452,2.8,-0.7975188670920652,-0.4375394372641652,-0.6532397537985006,0.05473372781065089,0.04289940828402367,2.5547337278106506,0.7071005917159763,0.09767518825167422,0.9564356508875741,2.8,1,0.02754795092198328,0.2576875528356699,1
2012,5.8,2012,1,366,486,217,297,206,1,3,1,3,4,109,124,89,90,71,0.9981,0.9795,0.5819,-0.8251,0.976,563,20,0.03552397868561278,9,6,2,2,1,199,162,78,76,48,"{'neg': 0.059, 'neu': 0.797, 'pos': 0.143, 'compound': 0.9981}","{'neg': 0.065, 'neu': 0.845, 'pos': 0.09, 'compound': 0.9941}","{'neg': 0.081, 'neu': 0.824, 'pos': 0.096, 'compound': 0.5819}","{'neg': 0.097, 'neu': 0.821, 'pos': 0.082, 'compound': -0.8251}","{'neg': 0.06, 'neu': 0.807, 'pos': 0.133, 'compound': 0.9935}",0.059,0.065,0.081,0.097,0.06,0.14300000000000002,0.09,0.096,0.08199999999999999,0.133,0.9981,0.9941,0.5819,-0.8251,0.9935,26,0.04618117229129663,8,6,6,1,5,30,39,8,12,8,9,7,5,4,4,39,44,14,20,18,29,97,135,0.051509769094138534,0.17229129662522202,0.23978685612788636,26.84753496676917,-1.0911082394223859,2.4,-0.7302798261104096,-0.5508188173821177,-0.5578538952943815,0.03552397868561278,0.04618117229129663,2.7921847246891653,0.8579040852575488,0.7011909651443035,0.6870861456483126,2.4,0,0.7052116051228878,0.17455156063151098,1
Dune,6.6,Dune,0,556,301,252,242,242,3,2,2,4,3,137,89,87,78,85,-0.9979,-0.9177,-0.9846,0.9865,0.9531,580,26,0.04482758620689655,8,4,4,4,6,271,105,85,57,62,"{'neg': 0.128, 'neu': 0.784, 'pos': 0.087, 'compound': -0.9996}","{'neg': 0.096, 'neu': 0.824, 'pos': 0.08, 'compound': -0.9177}","{'neg': 0.147, 'neu': 0.738, 'pos': 0.114, 'compound': -0.9957}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.077, 'neu': 0.8, 'pos': 0.123, 'compound': 0.9531}",0.128,0.096,0.147,0.0,0.077,0.087,0.08,0.114,0.0,0.123,-0.9996,-0.9177,-0.9957,0.0,0.9531,17,0.029310344827586206,4,6,6,0,1,128,53,39,22,27,2,3,2,0,0,43,30,23,16,19,7,269,131,0.01206896551724138,0.4637931034482759,0.22586206896551725,45.320658722720566,-1.0569978923835457,2.8,-0.8244144834847275,-0.7320658255708418,-0.5022121445003119,0.04482758620689655,0.029310344827586206,2.7465517241379307,0.8206896551724138,0.9491518580290512,-0.5778581034482759,2.8,0,0.7710966149582035,0.2056979249101531,0
Bruce Almighty,6.7,Bruce-Almighty,1,972,454,240,172,220,2,1,2,1,1,149,123,79,62,68,1.0,0.9993,0.9953,0.9934,0.9911,947,29,0.03062302006335797,19,5,4,0,1,535,234,75,47,56,"{'neg': 0.077, 'neu': 0.704, 'pos': 0.22, 'compound': 1.0}","{'neg': 0.079, 'neu': 0.739, 'pos': 0.182, 'compound': 0.9999}","{'neg': 0.039, 'neu': 0.797, 'pos': 0.164, 'compound': 0.9953}","{'neg': 0.082, 'neu': 0.683, 'pos': 0.235, 'compound': 0.9987}","{'neg': 0.097, 'neu': 0.714, 'pos': 0.189, 'compound': 0.9979}",0.077,0.079,0.039,0.08199999999999999,0.097,0.22,0.182,0.16399999999999998,0.235,0.189,1.0,0.9999,0.9953,0.9987,0.9979,77,0.08130939809926083,36,24,4,2,11,49,14,5,2,6,17,12,3,2,1,129,56,24,18,20,35,76,247,0.03695881731784583,0.08025343189017951,0.2608236536430834,57.85240236107288,-0.3016973508092228,1.4,-0.7571754425030719,-0.4601953132877557,-0.10477106739981536,0.03062302006335797,0.08130939809926083,2.1731784582893345,0.5079197465681098,0.0034055249228276165,0.998600950369588,1.4,1,0.0017176728442867273,0.3448047140226978,1
Flight,7.3,Flight,1,1023,420,460,430,401,2,1,2,3,8,160,105,103,104,98,0.9994,0.9978,0.9987,-0.9971,-0.9876,1281,45,0.0351288056206089,15,4,5,8,13,743,182,158,126,72,"{'neg': 0.129, 'neu': 0.711, 'pos': 0.16, 'compound': 0.9999}","{'neg': 0.076, 'neu': 0.786, 'pos': 0.139, 'compound': 0.9978}","{'neg': 0.07, 'neu': 0.782, 'pos': 0.147, 'compound': 0.9996}","{'neg': 0.136, 'neu': 0.786, 'pos': 0.078, 'compound': -0.9992}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.129,0.076,0.07,0.136,0.0,0.16,0.139,0.147,0.078,0.0,0.9999,0.9978,0.9996,-0.9992,0.0,84,0.06557377049180327,26,15,29,14,0,85,20,16,9,9,11,1,4,3,4,136,41,35,28,26,23,139,266,0.01795472287275566,0.10850897736143636,0.20765027322404367,49.380291524831975,0.7947066611535041,3.2,0.4396794869703979,0.6725984878917696,0.11779593577646268,0.0351288056206089,0.06557377049180327,2.1342701014832164,0.4449648711943794,0.9753834089218456,0.6910277907884466,3.2,0,0.7993153230108878,0.2615432622915882,1
Constantine,7.0,Constantine,1,766,347,255,210,130,2,2,4,4,2,149,110,78,69,56,-0.9986,-0.9963,-0.8521,0.9042,-0.8547,702,39,0.05555555555555555,28,2,3,6,0,419,164,48,46,25,"{'neg': 0.134, 'neu': 0.753, 'pos': 0.114, 'compound': -0.9999}","{'neg': 0.118, 'neu': 0.813, 'pos': 0.069, 'compound': -0.9963}","{'neg': 0.133, 'neu': 0.738, 'pos': 0.129, 'compound': -0.8521}","{'neg': 0.17, 'neu': 0.638, 'pos': 0.192, 'compound': 0.9042}","{'neg': 0.139, 'neu': 0.762, 'pos': 0.099, 'compound': -0.8547}",0.134,0.118,0.133,0.17,0.139,0.114,0.069,0.129,0.192,0.099,-0.9999,-0.9963,-0.8521,0.9042,-0.8547,39,0.05555555555555555,18,11,2,2,6,66,34,7,1,2,15,4,2,0,1,127,36,21,11,11,22,110,206,0.031339031339031334,0.15669515669515668,0.2934472934472934,59.668215999697686,-0.8718274370298408,2.8,-1.0126837982333632,-0.21098067702826007,-0.5101609660423219,0.05555555555555555,0.05555555555555555,2.433048433048433,0.6581196581196581,0.7346806843792751,-0.8582360398860398,2.8,0,0.7348362473367791,0.2447791076588035,1
Jaws 2,5.7,Jaws-2,1,602,259,236,226,376,1,1,1,1,6,140,88,81,78,100,-0.9974,0.7423,-0.8964,0.8938,0.9848,788,24,0.030456852791878174,12,1,2,3,6,427,110,96,80,75,"{'neg': 0.129, 'neu': 0.759, 'pos': 0.112, 'compound': -0.9993}","{'neg': 0.082, 'neu': 0.816, 'pos': 0.102, 'compound': 0.7423}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.038, 'neu': 0.892, 'pos': 0.07, 'compound': 0.9633}","{'neg': 0.091, 'neu': 0.78, 'pos': 0.129, 'compound': 0.996}",0.129,0.08199999999999999,0.0,0.038,0.091,0.112,0.102,0.0,0.07,0.129,-0.9993,0.7423,0.0,0.9633,0.996,15,0.01903553299492386,8,1,0,3,3,56,17,5,11,9,2,1,0,1,3,81,10,25,23,26,7,98,165,0.00888324873096447,0.12436548223350255,0.20939086294416245,49.75413310724883,-0.8831975527094543,2.0,-0.6764885933250852,-0.07504542088671709,-0.009385208895696221,0.030456852791878174,0.01903553299492386,2.1560913705583755,0.618020304568528,0.8958039526592858,-0.3615827411167512,2.0,0,0.7602641135815895,0.18907325862902968,1
xXx,5.9,xXx,1,911,386,447,475,210,2,2,2,3,5,148,108,120,120,57,-0.9997,-0.9901,0.9962,0.9962,0.7658,1067,37,0.034676663542642934,16,5,6,6,4,546,153,180,150,38,"{'neg': 0.156, 'neu': 0.726, 'pos': 0.118, 'compound': -1.0}","{'neg': 0.138, 'neu': 0.75, 'pos': 0.112, 'compound': -0.9973}","{'neg': 0.123, 'neu': 0.711, 'pos': 0.166, 'compound': 0.9991}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.156,0.138,0.123,0.0,0.0,0.118,0.112,0.166,0.0,0.0,-1.0,-0.9973,0.9991,0.0,0.0,36,0.033739456419868794,19,7,10,0,0,21,1,7,4,2,18,5,10,8,0,163,51,44,50,11,41,35,319,0.038425492033739454,0.03280224929709466,0.29896907216494845,49.46827456367985,0.30091878021029084,2.8,0.21106674763276886,0.15151333934918795,-0.7406767907606099,0.034676663542642934,0.033739456419868794,2.2764761012183694,0.5182755388940956,0.9415825941466844,-0.3181584817244611,2.8,0,0.7474660463191621,0.2523660350258054,1
The Damned United,7.6,"Damned-United,-The",0,1127,387,286,190,203,3,1,4,2,5,178,115,100,85,77,1.0,0.9905,0.9985,-0.9841,0.9451,1151,55,0.04778453518679409,36,7,4,3,5,806,190,74,49,32,"{'neg': 0.095, 'neu': 0.723, 'pos': 0.182, 'compound': 1.0}","{'neg': 0.104, 'neu': 0.757, 'pos': 0.139, 'compound': 0.9905}","{'neg': 0.074, 'neu': 0.735, 'pos': 0.191, 'compound': 0.9996}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.072, 'neu': 0.818, 'pos': 0.11, 'compound': 0.9926}",0.095,0.104,0.07400000000000001,0.0,0.07200000000000001,0.182,0.139,0.191,0.0,0.11,1.0,0.9905,0.9996,0.0,0.9926,33,0.02867072111207645,18,3,4,0,8,24,9,8,3,2,13,1,5,3,2,178,31,19,9,13,24,46,250,0.020851433536055602,0.03996524761077324,0.21720243266724587,70.23169557970843,-0.08241654841667742,3.0,0.2379623640254311,0.4913514797030455,-0.605546824546441,0.04778453518679409,0.02867072111207645,1.9052997393570807,0.4821894005212858,0.7873067153276415,0.9123425716768028,3.0,0,0.3982876628769714,0.22998242754518505,0
Star Trek II: The Wrath of Khan,7.7,Star-Trek-II-The-Wrath-of-Khan,1,728,413,337,424,350,3,5,3,4,4,156,105,104,119,99,0.4914,0.999,0.9938,0.9918,0.9959,794,43,0.05415617128463476,22,2,6,8,5,378,111,96,114,95,"{'neg': 0.113, 'neu': 0.765, 'pos': 0.122, 'compound': 0.5197}","{'neg': 0.05, 'neu': 0.768, 'pos': 0.183, 'compound': 0.999}","{'neg': 0.071, 'neu': 0.793, 'pos': 0.136, 'compound': 0.9938}","{'neg': 0.106, 'neu': 0.748, 'pos': 0.146, 'compound': 0.9918}","{'neg': 0.035, 'neu': 0.853, 'pos': 0.112, 'compound': 0.9989}",0.113,0.05,0.071,0.106,0.035,0.122,0.183,0.136,0.146,0.112,0.5197,0.999,0.9938,0.9918,0.9989,51,0.06423173803526447,33,1,1,14,2,48,13,10,15,21,8,4,2,5,2,76,45,35,21,44,21,107,221,0.026448362720403018,0.13476070528967254,0.2783375314861461,42.40773609156007,0.013417283740064642,3.8,0.6145009935227025,-0.7320658255708418,-0.19220810436192465,0.05415617128463476,0.06423173803526447,2.836272040302267,0.7342569269521411,0.20150410814670752,0.7553132241813603,3.8,1,0.19049090896943088,0.2650745207961391,1
Highlander,7.2,Highlander,0,531,503,307,381,288,2,2,1,2,3,133,131,104,104,93,0.9472,-0.9881,-0.9946,0.9944,-0.9543,832,43,0.051682692307692304,8,12,9,7,7,267,237,125,133,70,"{'neg': 0.134, 'neu': 0.735, 'pos': 0.131, 'compound': 0.8706}","{'neg': 0.139, 'neu': 0.732, 'pos': 0.13, 'compound': -0.9988}","{'neg': 0.183, 'neu': 0.703, 'pos': 0.114, 'compound': -0.9946}","{'neg': 0.103, 'neu': 0.752, 'pos': 0.145, 'compound': 0.9944}","{'neg': 0.092, 'neu': 0.828, 'pos': 0.08, 'compound': -0.987}",0.134,0.139,0.183,0.103,0.092,0.131,0.13,0.114,0.145,0.08,0.8706,-0.9988,-0.9946,0.9944,-0.987,30,0.036057692307692304,4,12,3,7,4,1,9,1,1,0,3,8,1,1,4,66,70,28,43,15,17,12,222,0.020432692307692308,0.014423076923076926,0.2668269230769231,28.154379020286985,-0.3796638583265723,2.0,0.3724404459887423,-0.5961305694292987,-0.6691373968825205,0.051682692307692304,0.036057692307692304,2.4158653846153846,0.6790865384615384,0.9554176288932499,-0.048254927884615384,2.0,0,0.9443465347000538,0.1515496794416127,0
The Day the Earth Stood Still,5.5,"Day-the-Earth-Stood-Still,-The",1,616,305,261,239,225,4,2,2,5,7,136,100,81,79,69,0.9958,0.9987,0.9959,0.9942,0.9897,592,25,0.04222972972972973,13,5,2,2,3,245,133,109,60,45,"{'neg': 0.101, 'neu': 0.772, 'pos': 0.126, 'compound': 0.9997}","{'neg': 0.057, 'neu': 0.79, 'pos': 0.153, 'compound': 0.9998}","{'neg': 0.071, 'neu': 0.78, 'pos': 0.15, 'compound': 0.9959}","{'neg': 0.079, 'neu': 0.759, 'pos': 0.162, 'compound': 0.9942}","{'neg': 0.054, 'neu': 0.811, 'pos': 0.136, 'compound': 0.9897}",0.101,0.057,0.071,0.079,0.054000000000000006,0.126,0.153,0.15,0.162,0.136,0.9997,0.9998,0.9959,0.9942,0.9897,52,0.08783783783783784,28,15,4,3,2,8,5,3,1,1,17,11,7,1,2,96,31,36,21,33,38,18,217,0.06418918918918919,0.030405405405405407,0.3665540540540541,45.67609177274605,-0.9709098736664724,4.0,-0.9723403736443698,-0.7320658255708418,-0.4624680367902623,0.04222972972972973,0.08783783783783784,2.7804054054054053,0.785472972972973,0.002958783533819265,0.995844087837838,4.0,1,0.0037675456201617576,0.2381937748579429,1
Black Snake Moan,7.0,Black-Snake-Moan,0,857,469,308,238,214,1,1,1,1,1,148,119,91,73,71,0.9997,0.9474,0.9959,-0.8270000000000001,-0.9975,1204,29,0.02408637873754153,17,5,5,1,1,615,307,135,84,63,"{'neg': 0.109, 'neu': 0.73, 'pos': 0.16, 'compound': 0.9999}","{'neg': 0.144, 'neu': 0.72, 'pos': 0.136, 'compound': 0.9907}","{'neg': 0.081, 'neu': 0.76, 'pos': 0.159, 'compound': 0.999}","{'neg': 0.118, 'neu': 0.767, 'pos': 0.115, 'compound': -0.827}","{'neg': 0.211, 'neu': 0.734, 'pos': 0.056, 'compound': -0.9994}",0.109,0.14400000000000002,0.081,0.118,0.211,0.16,0.136,0.159,0.115,0.056,0.9999,0.9907,0.999,-0.8270000000000001,-0.9994,41,0.0340531561461794,10,13,11,2,5,122,127,42,8,4,10,16,4,3,4,146,87,42,17,18,37,303,310,0.030730897009966774,0.2516611295681063,0.2574750830564784,51.88379364252214,-0.26271409705054805,1.0,-0.434428045791125,1.1483718843871702,-0.6452909322564907,0.02408637873754153,0.0340531561461794,1.7325581395348837,0.4169435215946844,0.9292481326319684,0.7539894518272426,1.0,0,0.9371670088089956,0.4000324522958096,0
The Rock,7.4,"Rock,-The",1,582,494,599,166,298,2,2,4,2,4,131,121,124,59,92,-0.9995,0.9836,-0.9923,0.8112,-0.9941,831,29,0.034897713598074614,7,6,13,0,3,294,221,183,64,69,"{'neg': 0.164, 'neu': 0.76, 'pos': 0.077, 'compound': -0.9999}","{'neg': 0.066, 'neu': 0.835, 'pos': 0.099, 'compound': 0.998}","{'neg': 0.143, 'neu': 0.736, 'pos': 0.121, 'compound': -0.9923}","{'neg': 0.095, 'neu': 0.78, 'pos': 0.125, 'compound': 0.9217}","{'neg': 0.149, 'neu': 0.77, 'pos': 0.08, 'compound': -0.9993}",0.16399999999999998,0.066,0.14300000000000002,0.095,0.149,0.077,0.099,0.121,0.125,0.08,-0.9999,0.998,-0.9923,0.9217,-0.9993,62,0.07460890493381467,17,18,6,12,9,33,18,9,5,3,3,4,4,1,0,56,27,32,10,13,12,68,138,0.01444043321299639,0.08182912154031287,0.16606498194945848,31.27885751100613,-0.17012886937369556,2.8,-0.1385762654718403,0.514007355726636,-0.5181097875843318,0.034897713598074614,0.07460890493381467,2.5740072202166067,0.6341756919374247,0.9288342056578236,-0.33061901323706383,2.8,0,0.9590457373869092,0.21682425497777988,1
Lone Star,7.5,Lone-Star,1,636,485,327,396,409,3,4,4,5,4,123,130,110,106,111,0.9873,0.9955,0.9247,-0.6777,0.9823,664,38,0.0572289156626506,12,10,7,3,6,272,144,84,74,90,"{'neg': 0.083, 'neu': 0.811, 'pos': 0.106, 'compound': 0.9985}","{'neg': 0.075, 'neu': 0.813, 'pos': 0.112, 'compound': 0.9955}","{'neg': 0.046, 'neu': 0.88, 'pos': 0.075, 'compound': 0.9247}","{'neg': 0.075, 'neu': 0.848, 'pos': 0.077, 'compound': -0.6777}","{'neg': 0.073, 'neu': 0.826, 'pos': 0.101, 'compound': 0.9979}",0.083,0.075,0.046,0.075,0.073,0.106,0.112,0.075,0.077,0.101,0.9985,0.9955,0.9247,-0.6777,0.9979,34,0.05120481927710843,13,5,3,9,4,0,0,2,1,1,12,11,12,8,3,66,53,18,38,39,46,4,214,0.06927710843373494,0.006024096385542169,0.32228915662650603,35.05829350704697,0.015041585980009422,4.0,0.5741575689337092,-0.6867540735236607,-0.16836163973589482,0.0572289156626506,0.05120481927710843,3.3930722891566263,0.8734939759036144,0.6605338640826827,0.7949240963855422,4.0,0,0.6633369653501907,0.17962893478251898,1
Blood Simple,7.6,Blood-Simple,1,248,293,281,285,221,0,2,2,2,3,89,93,95,93,51,-0.9782,-0.9822,0.8572,-0.8031,-0.5574,513,18,0.03508771929824561,2,1,6,7,2,123,110,99,109,72,"{'neg': 0.113, 'neu': 0.796, 'pos': 0.091, 'compound': -0.9973}","{'neg': 0.098, 'neu': 0.836, 'pos': 0.065, 'compound': -0.9978}","{'neg': 0.098, 'neu': 0.798, 'pos': 0.104, 'compound': 0.9512}","{'neg': 0.105, 'neu': 0.792, 'pos': 0.103, 'compound': -0.9207}","{'neg': 0.034, 'neu': 0.945, 'pos': 0.022, 'compound': -0.8957}",0.113,0.098,0.098,0.105,0.034,0.091,0.065,0.104,0.103,0.022,-0.9973,-0.9978,0.9512,-0.9207,-0.8957,82,0.15984405458089668,15,30,7,20,10,56,51,47,36,0,4,2,10,4,2,23,33,15,18,5,22,190,94,0.0428849902534113,0.3703703703703704,0.18323586744639372,18.355756506396123,-1.4874379859689126,1.8,-1.5640439342829389,-0.3695718091933937,-0.2875939628660438,0.03508771929824561,0.15984405458089668,2.5886939571150096,0.8206627680311891,0.6925438256168341,-0.528593567251462,1.8,0,0.7627184712592191,0.2124166410531166,1
Thor,7.0,Thor,1,899,753,741,568,560,3,3,3,3,4,161,138,146,112,118,-0.9948,0.9992,-0.9993,-0.9929,-0.9951,1537,61,0.03968770331815225,15,17,12,9,8,474,348,340,187,188,"{'neg': 0.125, 'neu': 0.765, 'pos': 0.11, 'compound': -0.9996}","{'neg': 0.069, 'neu': 0.811, 'pos': 0.12, 'compound': 0.9992}","{'neg': 0.144, 'neu': 0.757, 'pos': 0.099, 'compound': -0.9999}","{'neg': 0.137, 'neu': 0.749, 'pos': 0.114, 'compound': -0.9993}","{'neg': 0.139, 'neu': 0.751, 'pos': 0.11, 'compound': -0.9994}",0.125,0.069,0.14400000000000002,0.13699999999999998,0.139,0.11,0.12,0.099,0.114,0.11,-0.9996,0.9992,-0.9999,-0.9993,-0.9994,212,0.13793103448275862,54,26,77,23,32,22,18,6,2,16,2,6,11,2,5,87,90,68,46,35,26,64,326,0.016916070266753416,0.04163955757970072,0.21210149642160053,30.086456222837434,2.074656826229991,3.2,1.8516993475851653,-0.6867540735236607,1.7711508165145282,0.03968770331815225,0.13793103448275862,2.2908262849707217,0.439167208848406,0.797892738154697,-0.5441292778139233,3.2,0,0.7995000262664161,0.39227666023750574,1
My Week with Marilyn,7.0,My-Week-with-Marilyn,1,768,771,753,379,323,3,2,4,3,4,144,148,140,96,97,0.9996,0.9999,0.9999,0.8879,0.9989,1372,48,0.03498542274052478,17,10,14,5,2,428,430,293,125,96,"{'neg': 0.094, 'neu': 0.753, 'pos': 0.153, 'compound': 1.0}","{'neg': 0.065, 'neu': 0.729, 'pos': 0.206, 'compound': 1.0}","{'neg': 0.087, 'neu': 0.709, 'pos': 0.204, 'compound': 1.0}","{'neg': 0.125, 'neu': 0.739, 'pos': 0.136, 'compound': 0.9867}","{'neg': 0.093, 'neu': 0.703, 'pos': 0.204, 'compound': 0.9999}",0.094,0.065,0.087,0.125,0.093,0.153,0.206,0.204,0.136,0.204,1.0,1.0,1.0,0.9867,0.9999,247,0.18002915451895046,44,66,62,43,32,27,21,19,1,2,4,12,12,3,5,92,123,93,34,21,36,70,363,0.026239067055393587,0.051020408163265314,0.26457725947521865,28.18857702726068,1.2186495457790918,3.2,1.1793089377686097,-0.4375394372641652,1.6439696718423693,0.03498542274052478,0.18002915451895046,2.182215743440233,0.4555393586005831,0.04467149426647826,0.9895323615160349,3.2,1,0.005310141241059405,0.3774986947965509,1
Event Horizon,6.7,Event-Horizon,0,578,537,371,265,254,2,4,3,2,3,130,116,99,75,71,-0.9993,-0.9963,0.8975,0.9793,-0.9957,934,45,0.048179871520342615,13,12,10,2,8,380,232,132,117,73,"{'neg': 0.117, 'neu': 0.805, 'pos': 0.077, 'compound': -1.0}","{'neg': 0.109, 'neu': 0.804, 'pos': 0.087, 'compound': -0.9996}","{'neg': 0.061, 'neu': 0.866, 'pos': 0.072, 'compound': 0.9883}","{'neg': 0.064, 'neu': 0.831, 'pos': 0.105, 'compound': 0.9983}","{'neg': 0.152, 'neu': 0.791, 'pos': 0.057, 'compound': -0.9989}",0.117,0.109,0.061,0.064,0.152,0.077,0.087,0.07200000000000001,0.105,0.057,-1.0,-0.9996,0.9883,0.9983,-0.9989,117,0.1252676659528908,80,11,12,9,5,72,50,41,36,36,6,7,5,0,4,75,61,44,18,16,22,235,214,0.023554603854389726,0.2516059957173448,0.2291220556745182,38.48364020171221,-0.38778536952629616,2.8,-0.6226973605397607,-0.2789483050990316,0.3960046897468103,0.048179871520342615,0.1252676659528908,2.146680942184154,0.525695931477516,0.9485510381629444,-0.4823486081370449,2.8,0,0.976273816918184,0.30370822353213545,0
The Best Exotic Marigold Hotel,7.3,"Best-Exotic-Marigold-Hotel,-The",1,743,636,528,459,488,3,4,3,2,2,154,140,141,125,122,0.9998,0.9998,0.9991,0.9962,0.9995,1270,40,0.031496062992125984,15,5,5,4,11,359,270,227,199,215,"{'neg': 0.068, 'neu': 0.765, 'pos': 0.168, 'compound': 1.0}","{'neg': 0.08, 'neu': 0.736, 'pos': 0.184, 'compound': 1.0}","{'neg': 0.072, 'neu': 0.784, 'pos': 0.145, 'compound': 0.9999}","{'neg': 0.086, 'neu': 0.786, 'pos': 0.128, 'compound': 0.9997}","{'neg': 0.079, 'neu': 0.741, 'pos': 0.18, 'compound': 1.0}",0.068,0.08,0.07200000000000001,0.086,0.079,0.168,0.184,0.145,0.128,0.18,1.0,1.0,0.9999,0.9997,1.0,62,0.04881889763779528,27,3,15,8,9,13,4,6,1,1,9,3,9,6,10,116,83,59,56,60,37,25,374,0.02913385826771653,0.01968503937007874,0.294488188976378,28.99719792816507,0.9912472321868224,2.8,1.945834004959484,-0.6867540735236607,0.2767723666166613,0.031496062992125984,0.04881889763779528,2.247244094488189,0.537007874015748,0.0013644046320648634,0.99906,2.8,1,0.00011661903789689316,0.23764744385929426,1
Source Code,7.5,Source-Code,1,1241,862,746,569,262,2,4,2,3,4,186,159,147,137,75,-0.9999,0.9969,-0.9983,-0.9732,-0.9834,2343,82,0.03499786598378148,32,22,15,9,4,1126,427,435,233,122,"{'neg': 0.12, 'neu': 0.815, 'pos': 0.065, 'compound': -1.0}","{'neg': 0.079, 'neu': 0.811, 'pos': 0.11, 'compound': 0.9996}","{'neg': 0.114, 'neu': 0.801, 'pos': 0.085, 'compound': -0.9996}","{'neg': 0.127, 'neu': 0.758, 'pos': 0.115, 'compound': -0.9925}","{'neg': 0.08, 'neu': 0.882, 'pos': 0.038, 'compound': -0.9958}",0.12,0.079,0.114,0.127,0.08,0.065,0.11,0.085,0.115,0.038,-1.0,0.9996,-0.9996,-0.9925,-0.9958,185,0.07895860008536065,76,29,35,26,19,47,3,10,7,3,24,8,4,2,0,171,91,87,61,10,38,70,420,0.01621852326077678,0.02987622705932565,0.1792573623559539,44.36282164437504,2.3329208823812118,3.0,2.241685785278768,-0.23363655305185066,0.8808828038094161,0.03499786598378148,0.07895860008536065,1.57063593683312,0.3004694835680751,0.7943011806613409,-0.6321818181818181,3.0,0,0.7986346889535916,0.37961090172634815,1
